Время (с),A0 (В)
9.180874824523926,2.549
9.19338083267212,2.118
9.201441764831543,2.569
9.214493751525879,2.569
9.22249174118042,3.000
9.234605550765991,2.431
9.242657899856567,2.627
9.254656791687012,2.255
9.263659954071045,2.451
9.271843910217285,2.314
9.283349752426147,2.824
9.292357921600342,2.686
9.30445146560669,3.020
9.31250286102295,2.451
9.324501752853394,2.588
9.33255124092102,2.196
9.345643758773804,2.588
9.353726863861084,2.255
9.3617262840271,2.373
9.373727560043335,2.039
9.381734609603882,2.608
9.394238233566284,2.373
9.40223741531372,2.745
9.415239572525024,2.353
9.423311710357666,2.608
9.435365676879883,2.275
9.443365097045898,2.725
9.451363801956177,2.549
9.464412689208984,2.608
9.472412109375,2.235
9.484416484832764,2.588
9.492684364318848,2.510
9.504726886749268,2.588
9.512727737426758,2.275
9.525774002075195,2.686
9.533820867538452,2.451
9.545820951461792,2.725
9.55382251739502,2.569
9.566880941390991,2.490
9.574891805648804,2.353
9.58288860321045,2.863
9.595455408096313,2.647
9.603455066680908,2.765
9.615543365478516,2.569
9.62361741065979,2.608
9.635677576065063,2.569
9.64447021484375,2.980
9.65247130393982,2.667
9.66464877128601,2.647
9.672775983810425,2.353
9.68478536605835,2.392
9.69330358505249,2.294
9.705487966537476,2.686
9.713584661483765,2.745
9.726582527160645,2.490
9.734585762023926,2.333
9.746583223342896,2.294
9.75458288192749,2.431
9.767582893371582,2.608
9.775587558746338,2.706
9.783711671829224,2.549
9.796276807785034,2.294
9.804276704788208,2.392
9.816349029541016,2.490
9.82441258430481,2.549
9.836408376693726,2.510
9.845409154891968,2.608
9.857414960861206,2.431
9.865408897399902,2.373
9.87340784072876,2.529
9.886411666870117,2.745
9.89778995513916,2.725
9.90678882598877,2.412
9.914788484573364,2.392
9.926838636398315,2.275
9.934894800186157,2.176
9.946894407272339,2.098
9.955893754959106,2.451
9.967967510223389,2.725
9.975969552993774,2.412
9.987905740737915,2.392
9.996471643447876,2.549
10.004541158676147,2.412
10.016542196273804,2.314
10.025542497634888,2.118
10.03705096244812,2.294
10.045556545257568,2.314
10.058063745498657,2.510
10.066063642501831,2.725
10.078071117401123,2.961
10.087069034576416,2.510
10.099405765533447,2.255
10.107389211654663,2.412
10.119404554367065,2.725
10.127408266067505,2.549
10.135408401489258,2.412
10.148408651351929,2.333
10.156408548355103,2.784
10.16840934753418,2.608
10.17646312713623,2.451
10.189465045928955,2.431
10.196910619735718,2.529
10.210026264190674,2.314
10.2180757522583,2.431
10.230075359344482,2.255
10.238074541091919,2.353
10.25014352798462,2.333
10.259059429168701,2.745
10.267061710357666,2.686
10.279063940048218,2.667
10.287065267562866,2.235
10.299570560455322,2.373
10.307615756988525,2.333
10.319672107696533,2.529
10.328671216964722,2.275
10.336673498153687,2.431
10.348769426345825,2.294
10.3568115234375,2.549
10.36881399154663,2.471
10.377817153930664,2.549
10.389819860458374,2.412
10.398451089859009,2.510
10.410007238388062,2.314
10.418012857437134,2.353
10.427012920379639,2.275
10.439075946807861,2.549
10.447189807891846,2.392
10.459187984466553,2.569
10.467247247695923,2.294
10.480286121368408,2.490
10.488284587860107,2.471
10.500845193862915,2.431
10.50888466835022,2.078
10.516885995864868,2.392
10.528884410858154,2.588
10.536947965621948,2.745
10.549991607666016,2.647
10.55799150466919,2.647
10.569992065429688,2.529
10.577995777130127,2.490
10.59010934829712,2.098
10.599179983139038,2.000
10.611187219619751,1.902
10.619175910949707,2.314
10.631181716918945,2.412
10.639177560806274,2.549
10.648178100585938,2.490
10.660176038742065,2.667
10.668179750442505,2.549
10.680178880691528,2.569
10.68917965888977,2.216
10.700777769088745,2.294
10.708822250366211,2.157
10.721821784973145,2.373
10.729820728302002,2.451
10.74187159538269,2.510
10.74991750717163,2.373
10.762916088104248,2.569
10.770914554595947,2.294
10.778974533081055,2.490
10.791112422943115,2.471
10.799116373062134,2.608
10.812126398086548,2.392
10.82013463973999,2.549
10.832183122634888,2.431
10.840380430221558,2.471
10.848378658294678,2.294
10.86037826538086,2.804
10.869436264038086,2.804
10.881561994552612,2.745
10.888559818267822,2.412
10.902070760726929,2.588
10.91006851196289,2.255
10.922068357467651,2.294
10.930115461349487,2.157
10.939114570617676,2.941
10.951114416122437,2.980
10.959165573120117,2.784
